texture_stem,region_folder,stage,img_strcode
00d476d8.img,it,r_sna02,d476d8
00d476d8.img,jp,r_sna01,d476d8
00d476d8.img,jp,r_sna02,d476d8
00d476d8.img,sp,r_sna01,d476d8
00d476d8.img,sp,r_sna02,d476d8
00d5cd7d.img,fr,charaview-normal,d5cd7d
00d5cd7d.img,gr,charaview-normal,d5cd7d
00d5cd7d.img,it,charaview-normal,d5cd7d
00d5cd7d.img,jp,charaview-normal,d5cd7d
00d5cd7d.img,sp,charaview-normal,d5cd7d
00d5def0.img,fr,r_sna01,d5def0
00d5def0.img,fr,r_sna02,d5def0
00d5def0.img,gr,r_sna01,d5def0
00d5def0.img,gr,r_sna02,d5def0
00d5def0.img,it,r_sna01,d5def0
00d5def0.img,it,r_sna02,d5def0
00d5def0.img,jp,r_sna01,d5def0
00d5def0.img,jp,r_sna02,d5def0
00d5def0.img,sp,r_sna01,d5def0
00d5def0.img,sp,r_sna02,d5def0
00d6eac6.img,fr,r_sna01,d6eac6
00d6eac6.img,fr,r_sna02,d6eac6
00d6eac6.img,gr,r_sna01,d6eac6
00d6eac6.img,gr,r_sna02,d6eac6
00d6eac6.img,it,r_sna01,d6eac6
00d6eac6.img,it,r_sna02,d6eac6
00d6eac6.img,jp,r_sna01,d6eac6
00d6eac6.img,jp,r_sna02,d6eac6
00d6eac6.img,sp,r_sna01,d6eac6
00d6eac6.img,sp,r_sna02,d6eac6
00d89049.img,fr,r_sna01,d89049
00d89049.img,fr,r_sna02,d89049
00d89049.img,gr,r_sna01,d89049
00d89049.img,gr,r_sna02,d89049
00d89049.img,it,r_sna01,d89049
00d89049.img,it,r_sna02,d89049
00d89049.img,jp,r_sna01,d89049
00d89049.img,jp,r_sna02,d89049
00d89049.img,sp,r_sna01,d89049
00d89049.img,sp,r_sna02,d89049
00d8c9cf.img,fr,v007a,d8c9cf
00da3e27.img,fr,r_sna01,da3e27
00da3e27.img,fr,r_sna02,da3e27
00da3e27.img,gr,r_sna01,da3e27
00da3e27.img,gr,r_sna02,da3e27
00da3e27.img,it,r_sna01,da3e27
00da3e27.img,it,r_sna02,da3e27
00da3e27.img,jp,r_sna01,da3e27
00da3e27.img,jp,r_sna02,da3e27
00da3e27.img,sp,r_sna01,da3e27
00da3e27.img,sp,r_sna02,da3e27
00df7f97.img,fr,charaview-normal,df7f97
00df7f97.img,gr,charaview-normal,df7f97
00df7f97.img,it,charaview-normal,df7f97
00df7f97.img,jp,charaview-normal,df7f97
00df7f97.img,sp,charaview-normal,df7f97
00e338a3.img,fr,r_sna01,e338a3
00e338a3.img,fr,r_sna02,e338a3
00e338a3.img,gr,r_sna01,e338a3
00e338a3.img,gr,r_sna02,e338a3
00e338a3.img,it,r_sna01,e338a3
00e338a3.img,it,r_sna02,e338a3
00e338a3.img,jp,r_sna01,e338a3
00e338a3.img,jp,r_sna02,e338a3
00e338a3.img,sp,r_sna01,e338a3
00e338a3.img,sp,r_sna02,e338a3
00e3e4ba.img,fr,r_sna01,e3e4ba
00e3e4ba.img,fr,r_sna02,e3e4ba
00e3e4ba.img,gr,r_sna01,e3e4ba
00e3e4ba.img,gr,r_sna02,e3e4ba
00e3e4ba.img,it,r_sna01,e3e4ba
00e3e4ba.img,it,r_sna02,e3e4ba
00e3e4ba.img,jp,r_sna01,e3e4ba
00e3e4ba.img,jp,r_sna02,e3e4ba
00e3e4ba.img,sp,r_sna01,e3e4ba
00e3e4ba.img,sp,r_sna02,e3e4ba
00e69824.img,fr,r_sna01,e69824
00e69824.img,fr,r_sna02,e69824
00e69824.img,gr,r_sna01,e69824
00e69824.img,gr,r_sna02,e69824
00e69824.img,it,r_sna01,e69824
00e69824.img,it,r_sna02,e69824
00e69824.img,jp,r_sna01,e69824
00e69824.img,jp,r_sna02,e69824
00e69824.img,sp,r_sna01,e69824
00e69824.img,sp,r_sna02,e69824
00e786c5.img,fr,charaview-normal,e786c5
00e786c5.img,gr,charaview-normal,e786c5
00e786c5.img,it,charaview-normal,e786c5
00e786c5.img,jp,charaview-normal,e786c5
00e786c5.img,sp,charaview-normal,e786c5
00e84efe.img,fr,r_sna01,e84efe
00e84efe.img,fr,r_sna02,e84efe
00e84efe.img,gr,r_sna01,e84efe
00e84efe.img,gr,r_sna02,e84efe
00e84efe.img,it,r_sna01,e84efe
00e84efe.img,it,r_sna02,e84efe
00e84efe.img,jp,r_sna01,e84efe
00e84efe.img,jp,r_sna02,e84efe
00e84efe.img,sp,r_sna01,e84efe
00e84efe.img,sp,r_sna02,e84efe
00efa8aa.img,fr,r_sna01,efa8aa
00efa8aa.img,fr,r_sna02,efa8aa
00efa8aa.img,gr,r_sna01,efa8aa
00efa8aa.img,gr,r_sna02,efa8aa
00efa8aa.img,it,r_sna01,efa8aa
00efa8aa.img,it,r_sna02,efa8aa
00efa8aa.img,jp,r_sna01,efa8aa
00efa8aa.img,jp,r_sna02,efa8aa
00efa8aa.img,sp,r_sna01,efa8aa
00efa8aa.img,sp,r_sna02,efa8aa
00f30f4f.img,fr,s052b,f30f4f
00f30f4f.img,fr,s053a,f30f4f
00f30f4f.img,fr,s055a,f30f4f
00f30f4f.img,fr,s056a,f30f4f
00f40f4f.img,fr,s052b,f40f4f
00f40f4f.img,fr,s053a,f40f4f
00f5bdc3.img,fr,r_sna01,f5bdc3
00f5bdc3.img,fr,r_sna02,f5bdc3
00f5bdc3.img,gr,r_sna01,f5bdc3
00f5bdc3.img,gr,r_sna02,f5bdc3
00f5bdc3.img,it,r_sna01,f5bdc3
00f5bdc3.img,it,r_sna02,f5bdc3
00f5bdc3.img,jp,r_sna01,f5bdc3
00f5bdc3.img,jp,r_sna02,f5bdc3
00f5bdc3.img,sp,r_sna01,f5bdc3
00f5bdc3.img,sp,r_sna02,f5bdc3
00fa2962.img,fr,r_sna01,fa2962
00fa2962.img,fr,r_sna02,fa2962
00fa2962.img,gr,r_sna01,fa2962
00fa2962.img,gr,r_sna02,fa2962
00fa2962.img,it,r_sna01,fa2962
00fa2962.img,it,r_sna02,fa2962
00fa2962.img,jp,r_sna01,fa2962
00fa2962.img,jp,r_sna02,fa2962
00fa2962.img,sp,r_sna01,fa2962
00fa2962.img,sp,r_sna02,fa2962
sna_face_def.bmp,fr,facepaint-none,03a157
sna_face_def.bmp,gr,facepaint-none,03a157
sna_face_def.bmp,it,facepaint-none,03a157
sna_face_def.bmp,jp,facepaint-none,03a157
sna_face_def.bmp,sp,facepaint-none,03a157
sna_face_def.bmp_bbe58170874ef112ad7f8269143d4430,fr,facepaint-none_vr,03a157
sna_face_def.bmp_bbe58170874ef112ad7f8269143d4430,gr,facepaint-none_vr,03a157
sna_face_def.bmp_bbe58170874ef112ad7f8269143d4430,it,facepaint-none_vr,03a157
sna_face_def.bmp_bbe58170874ef112ad7f8269143d4430,jp,facepaint-none_vr,03a157
sna_face_def.bmp_bbe58170874ef112ad7f8269143d4430,sp,facepaint-none_vr,03a157
