stem,tga_hash,origin_date,origin_version
//00002016,faee657133dd7a5160c135c0094edd17837783b2,1035426677,subsistence
//00004ad1,e76d51557af9c6b607c8f8632c9bbc14db31c0ad,1035426677,subsistence
//000062b9,6aa98e913c468a18b38d2c3033083c406b1d3446,1001596658,snake eater
