texture_name,tri_dumped_tga_sha1,tri_dumped_width,tri_dumped_height,tri_dumped_width_pow2,tri_dumped_height_pow2,tri_dumped_png_converted_sha1,tri_dumped_alpha_stripped_sha1
0000368b,8af1374eec594bdd10419ed2be4c6d25089de972,64,32,64,32,edec988228af3d62dc114baaf0f77d01dc2bbb98,2efe56b7b19ee4a2f54ab8e8a230490b9fd7df1f
00005e41,0990d33deee64679b35145b7d1642b9bd89ce05f,64,32,64,32,2eee66b577b4d634eed42af1e4e977ffbdc65edd,d7edf96d896b889933cc9ee949f70ce7be40805f
0000719c,91dff9d7827c952640722b8a42fcf4dcc1b06d30,184,128,256,128,7a2e0698c879f7f23882c9c69695798f591c5e3b,0000000000000000000000000000000000000000
00007c5c,ce6a13c24565c9f81c9b588102a229c3386bad6b,440,208,512,256,5831a4669cbe09d88726006a22b5239af0c26b1e,b3ee4af08e072df53b4feab48ae83caf696bc83d
0000bdd3,3f336ce97fbd92faf5b99b4d5cd309cd1ffa1550,440,208,512,256,e9bc1c58a1327efbdb23817ddf7f9097d8b36224,2445dd5cc28b266ffe52e2f815d74681bc1a2491
0000c6fa,3368e071fc2229662adbfca3a87d186b0b0e5cbd,142,50,256,64,2fa9983dd713c9aa4e5161246c7d8183cb0e38f5,0000000000000000000000000000000000000000
00011816,d2d70e001d62b074292aff822a2fa1cf7d9b8a85,142,50,256,64,bab3317ec4f1d21b7cfcd2053c02d60bb1048b33,0000000000000000000000000000000000000000
0001435e,617df5d05a765bfa39524c743820a3d4de0b4553,128,52,128,64,67e338ad3c9d7e0417a1af6ef5e16197c84de3ca,8292fa976e21877358f1111f2e78ebbda975f541
00014362,fddd1372df5dc421624109c5705c4bf46d5b6b91,292,24,512,32,5df9c113a11c5fe3b4c65694f9a0073a491453e3,e70825c4c7c605046ce32298f312c47e2dd42eaf
00014366,2e56ab03f3aa35b18fa2df02d6af2c9575d8dda2,238,48,256,64,20f72ca96bf2c9705a9c1d5c3ed1637eeecbe8af,0d1b82cb08ba4eed7bdf9950106bb45a91f2707a
0001436a,d94b29dc8e8ca26f2cd64be008e2255396a6a829,376,24,512,32,74d4b1d8fa4d0dacd94d97ecd9e1f7d3f1aedd37,78e49d70819489e9a56b10d0b5d78785014617b7
00014fef,e795d449f1cdc92e07cef1e332000830fa99e681,64,32,64,32,cd06656ae13d02611b26917475929ad38d4e8527,312c6305c7802eb235201f7a71d46aee0b3f49c0
0001a782,f2657693fe58cdbafe022a1829ef72f8a485416f,64,64,64,64,101305d83ae34a5ff6ccada6b5686d662da858c9,c34990e3fc484dc81931798adca32cadb0c6abb6
000237d1,4ad4faea4a90e16a4d654ae9574c434c12de6045,6,8,8,8,3b30f1d9b1b074537026fdcff04d874480050c10,0000000000000000000000000000000000000000
0002a890,ea83ad7252ef3de4fe467bbb8ae5f66bc633e06d,226,50,256,64,7eec7f5d57750f8bf4c1d56867cc6b4605682ec3,0000000000000000000000000000000000000000
0002b182,f7efb0663741e719b43ee39aa20a9ded40a74169,142,50,256,64,515c98f42e02dad26624aa5108fffb8ef57c4012,0000000000000000000000000000000000000000
0002bdfa,ec46e6302e24029bf9ec71c9b074941b9e1f78bf,142,50,256,64,25c26e63e4a14437dcad7d8e3559c6aa5f2622eb,0000000000000000000000000000000000000000
0002c24e,38baa475cc207b19983d6a06731ec68ba31148f1,142,50,256,64,9f013704e5c4e554c11a81f0a1949d95efcee9f9,0000000000000000000000000000000000000000
0002f937,cf07935657084d9245f1f430d09d9d89f649495c,156,116,256,128,61332d5a80fc58618e13aff00eab2e747a7a93fc,fcd62f6e2eb310c166a9ea1d207e4904ab3f5619
000304be,968c7b54402c942f672b0098b7ec19cd94f28d80,440,208,512,256,06386ae9df8ac8cd214f3583e52777db1c968c0b,2764b225083f23e6c69f490acb6f2f807aba4fe8
00030da5,a6ec03d7185791d9c116e370204d8fb005b510de,64,64,64,64,58f82966748daf314c11b61b1ef8e80cac70b6f4,932a51479da115fe5791c387acda01e88af413dd
0003247e,d07319286e54d0dc0ba0c0820279ae670c9496a3,440,208,512,256,8a125aea54ecd22e64463f20d3470c5d0a329e25,f6548c34675e3af5006e9bc25f93809d31942b56
0003436f,2ad177a76b3ee983550f3b7939d5ea04ef483609,64,64,64,64,eb12202a4ced30e96246334ee3d68e04cde0b545,de21796088185d86bb6a64e1892092f64ad87ea2
00035553,b9c2316910e70bc41df377203636757785112a88,256,50,256,64,19b7ca9067dbb4de819384261649fd84cd638aa1,0000000000000000000000000000000000000000
00035be9,cf6f14e7e76f0ae1a16a90d16337c73d00152e1e,96,16,128,16,44dd17d155d3513c4a07369164021780f2f60e5d,0000000000000000000000000000000000000000
0003966e,68155237a080a5cc01975929944aa70329444eed,64,32,64,32,d994b9e60163ea88cfba56b1e3913ce55ac6a0d0,ddcf57d646d704e86d7579843bc90436271fc882
00040da5,0dd74d3d1798dd63d0b68bd74c80c5b2da740d2b,64,64,64,64,2efc059c6e640674f83591eefb3de03288fb45b3,be5d69c46afbb5919dbdd3d409b6c4223235f05e
00048d5b,32782cfdcb46e6ca57ed25746943b140a85b653b,440,208,512,256,8eb0aac15cd40a356a272bc16ba385204d7e7809,aee18ad3ea88f284e10e072df13e34e4bf427d39
0004e32e,0d55b00bf18304f822bd35823078279bc2c15bc0,64,32,64,32,446fcf94d4c81599df61d84ff7a3ba7f713db065,a6cc6c0803e8a85e1cebd3b309c86738d61de38d
00050da5,78dc348e9dc13898af0e5c0d6dbee8ec3ff7ffd2,64,64,64,64,2bc6bcbba9b687410f7c3033cd594c467cc4d69a,65f189b80f639a8169f5820d514a291bfd44d665
00051138,fa7dfdd95dfc045071fe0f2c6874e35a30623e54,156,116,256,128,cd9c6cfddecbb2f8daa53a17b64dc47629ea5097,312570e547957a9e3758d74dfdfcb3a9474ff8f3
00051911,7c12abb8ef6b1a1648975684165ab0d9e06d3a88,156,116,256,128,e51fe46c8be25052ee50ee5dde25aa822d0b64dd,de80ff0b23ac8b8db2a260737e7f3f0b0fbb5924
00054383,ae0a79920ab52c57290c4855f21244b092c1d031,64,64,64,64,2b8d7dc3d19c80dd94ed122ef8794d0d446106bb,9b089fbb5d08a6370ebe82214924a3de62fe3621
00057eda,851ec3d5ba2a4562c5223e06e4c7e1310b38d9c4,224,180,256,256,c9758938dfa1309446faa6de62f96a1719e127c3,f6600f74460610c1d11cd0e4e7db2b5d731ca3eb
0005cada,14a65aba474df597ed0a993bead9188a2c0dd04d,512,400,512,512,f7d34794449943a1efa434e3d04b64c3691f5ce3,e23026b675d53f8aaef1a8d92f19d918b4a2cfe2
00060548,4b3dd047c6c21871b252352a7e431e8cfb8d03b8,64,64,64,64,60c43f2f4528f948ceb51c40de65b174f4006fff,c9ebe61202b16f810ef856071bd9058a3539262a
00063160,028f6a8bdce6ee3ac4f4cb6032596539a78377ed,256,64,256,64,13c8dd6fcf80ed1626a6734bce3c50897c26e80a,4fcfc0211b79c604182a8602e4ac961a81f976d8
00065d4c,cace88e021fd7d5579b37ce38ec1bdb5425c3360,156,116,256,128,0c8753a1d1512125c3092d0c9a3abf1f3affa3ef,f14b65466d719f53144773ed8f1d1b55f02cbadd
0006afc6,c49d46fe3c5fad968c3d8c0e3f158ce77e0ad540,140,16,256,16,416e227f59eea27886f1d1e99e6bcebeee1c0ea3,0000000000000000000000000000000000000000
00070eff,f05eef37057253c7c58e22ba96ea9d26d488f154,40,16,64,16,0410770619096d3cd3aa97fa91aa7c3aa938ecd7,0000000000000000000000000000000000000000
00071198,bb59675559b629887871224d6f62423ba9abb55d,156,116,256,128,87a3256978a9d0a892ba17f2bf70a47059545a04,bb898a0968e02bd0b6b49a5ef96bce026c943926
000731a5,a76ecd3a7c6b4737edc231ca05c90109967f0b1f,64,32,64,32,b61897fe15b3d4026022256524ed86c41cb97264,687d5469a896d58617b666e13b99687ae3e85898
000737d1,9bc51e3665d74f5907fba46301cc9ecce4b1f1e8,6,8,8,8,8b5084746f5377fafabef69854c2e8578f44d837,0000000000000000000000000000000000000000
00075c08,3584dbd0ff410eb2a469c84206ccc55406fbf05d,96,16,128,16,06f7143e99598c7a0072814206f66ce2afba2593,0000000000000000000000000000000000000000
0007925f,d3410c3e695a4ba1b920a820134f63a0c3f51656,128,128,128,128,df57c2fb8d7a928a6a9c9ae91a562c05042448a5,303d2c2b189a34e3e3738756c9e9451139c6b215
00082a90,8de5a0c50e3340a326c355b7d7a35420d0bb2049,156,116,256,128,9cf3f764af32825910016d9146bc6a9bbab3d904,72afbc97b283bbab7d821203abf0bbc7e425e054
00082b11,2e92be22e32290510fe37475db7368ccff8b085f,156,116,256,128,3971f39410a469575f9c4db1808ffae1133aaee1,9c64dc3fd4a0b092d1f82a8ffc76e0d192023ea0
000832e8,1dd01dac8fe920b5f1b58b873d7387ba9a390396,16,16,16,16,38cb6eb515d7df62408ff6aebfba8ee32e3e5291,f50bad86d10b9b4d141ab6a8345e4cf21efd2c84
00084e98,c669811a5a6634ea90e6155cb0dee9773476a9ae,156,116,256,128,d151ab05429d467b278c83135665106080f2271d,30eb07fbb5ed4128e0da8774faf8f65fd29eb08a
00084f11,e5940827cff76d9d150eddcf203a65827b2a4b96,156,116,256,128,8f436f03888590caf750164da90ed1861baca492,f28e268f7789e138c9894ba7fc55e2e42f95de7c
000855ab,f933447df9ccc691f72cb1476221cee9397ccc04,156,116,256,128,798d9fa6cecac35ded0e6ab46840be0de8ba298c,92ca47c1a2e70518aaa5dbfec92c0db2d4774625
00085893,a741c3cedf355143a03eb696a69d9321d3d0d613,176,24,256,32,fea7b7e82af16b0115a7a4883140fec259b11c6b,ef15a7a93ed51789d647b3531107b2c46e365b59
0008925f,a28459ab7dcad25e8aa7fc41852bdf582bad4efa,128,128,128,128,bb8a1f8501ac02881eb8177ccaa743fd2e250f0c,3d8c06045c7622989b0b78070d67314dc773debf
000896f0,5473f15c82c52bcf846975389788125fdd61a1a8,440,208,512,256,e2217db3e4b72959686a3fecb5a969aebe738e29,0f71a455612b0abb0f5f46c5ae810b27adc9b508
0008bc87,a82f262add3a9441744585b6721817cd82c95747,32,16,32,16,93415343892154a3c41bd1c3fd9b09912d62432d,778e9d60688014be57b1e276ab5d47781da5a50b
0008c0c8,7ce8b984b82ca350185154c8fc4b49444f5041d5,96,96,128,128,dcbc0b063a3aea628b662887d0793d7d8d2aec45,922e49103deb9363f869e3a4a430159b4c1a5dec
00090e7c,27fe5cb9c7bf36e1ac71845711506037630e9d24,184,128,256,128,4c4c1615205911b88dd90ca626baa646dbde5367,0000000000000000000000000000000000000000
000932e8,d7f81ce52bf69f48d6b3e87256451fe003cbe91e,16,16,16,16,64415e08cdf9798c4fb8817103343e6f976e1fc6,c3489b2e74278edd23f525e3c11585e2e2b1645f
00094903,205272b71c7bcc8a64e1b5517c1737dfc882bba3,156,116,256,128,fdd74eeb10c8ff1fc01ad77eb7e3ac1a50736f1f,4c2ba2074e14d2084b2b01c44f938f228703d89a
0009883c,7334b28abe5e4faa83831adcfd44b44044be1efe,156,116,256,128,22aab07134e3b034f05e5222184b050f3b459b56,b17519677b097b69cb8145136700265c41ece0e0
0009925f,0ec092ddadb06ac83b8078334aa2be5ba5f42ba5,128,128,128,128,1b771738965cf8d0281194984586ad182837c677,acd9836ffc25783b8b2665cd5530017cee759985
000a0152,8d86e58d131ea5a87233cc0d2b4a9540d2d9ee0e,156,116,256,128,4877dbdb7fdb6e757d808b79032a8c936a14d4ff,13486e17e9a21cdaceda2244a902772c85d99c14
000a365b,64c784f330788b017fc129dcb00956b0e83afa0b,64,32,64,32,4ff8be52a822e8f08fecabeb4e1d86329738ec28,94db49a3f8b033b43e8b0c9d4a47d9a8dc7f7ac0
000a4397,b5315faccdf1a69f9b60aa97a0f34e6cd573a268,64,64,64,64,1208b0604bee737574dcb3dcff295d9e96d6caa6,9f8074d89591e768ee53ebd6661d6e1d0d8cc638
000a795f,8c241c16a508b3710e632fb5aeb839e57e31a7e0,156,116,256,128,c25d60170ab068dcbb8105d5cec2e69a57d7d86d,439d673536e8e9abb143ddc7f026c24c6aa7cf21
000aaff5,fa27504acdaa9e0a35d40aec3edfe19b32120914,10,22,16,32,bcd182a032853e7d11a2d6abb1a1a1268ea4942a,0000000000000000000000000000000000000000
000ab6a2,2518d79cac92e07c9d7d099d9ee4c638dd3e697a,258,50,512,64,83a26a873a3dd4593d1b60331dd2f2c3d0b0c804,0000000000000000000000000000000000000000
000ac0c1,b2f60ef84ec3a8c33fe2d728726e48a9ed397fa4,96,96,128,128,c64c53b4021874f4f20af7c5d47e599251c964bc,46beddcafd5a28228ea197aa4404c938fa0934a1
000ac2c8,1621e48f5cbb847727fe2dfe6b233913082a5bb8,96,12,128,16,6e47cb657f8a9b7548f6543af27890d42b742346,f681c7723e8709626617baa287ef2add7d31181b
000adf24,f07c9b5d8aa61c8882c66426a3ef0b83573450c5,440,208,512,256,9440d8cffaa1364dc12230547a741834cb7f9998,0e56c0b702c2f08a1dc9b3cf01967755155da617
000af144,6872e2d30c906b6ef91c858216553a6bdcf1cc71,440,208,512,256,f944e9c226879761de0221cd0cac7ec8572b9dae,8d0b6257db243c6d45b1ea44100587dfda082dc1
000b8842,ead2218aa65cdbdf8c5173d6f8939cace82f01a9,156,116,256,128,fc514c5c99dd7875acbbcb457d46c2f513cfdcd2,f908c97aa1e45b914094d7c08d7ba3bb025899a8
000b957a,d4ae72731e10a37f77464e879049eceb00b53448,156,116,256,128,6d839683ca211367a6ce1652af2400bf71e91ee8,a4fa2eefebb6ee4b21b85d51eea041afbb808d51
000b957b,8ebe1df72b6bf074f86798c01d095813d4ff9b46,156,116,256,128,36e99fedf5c3f74237524e76850a2c201c3e1431,a71a93a3b16aff0c4d18afe9605b14391b4e55a9
000b957c,63520a7b8ebd26f737748433c58db20a728a25ee,156,116,256,128,ece31fe7ac0fdf1d580a41468186e53dc4548364,3fb0e0080307de90d438980ccf4e2289705f855d
000baff5,290c34a88799b8ffa1a0ed4bd95cdbe6cfba1b63,10,22,16,32,19045cf31d2a57844e38362c6abd30fa12105cea,0000000000000000000000000000000000000000
000be98b,c489c7f180fa8276e6961afa738b99f96c279a55,32,32,32,32,28626c0524336b7b35b8d3afa37937e2cd8443c6,f504e9fb49de53365ed088a81e2e7a30787a36de
000bfb12,14ae4f9e2b22de210dbf638ccbd3bc447c7f9d17,258,50,512,64,e3fb47300cdb40a304dd309451dfc13312d180d2,0000000000000000000000000000000000000000
000c32e8,9513b5e296bb85343d52a36ccebd1b3489faba09,16,16,16,16,edf9a486cb13488ad4c76f3c90f59cda8c9551d9,d5d6f4a3c212981981f487f798470319d7ee5996
000c4fe7,dd00b6a4d3436bfd04d6adf4a8788dc181479f24,64,32,64,32,e71aa881f829ff2c6278618833029b625dbf6cea,f48469cc57065f1991583c80b01f2e5b0680804e
000cd008,63d3adb7bc38f761a89f09ea952f6633d4c17407,18,18,32,32,9b19168b47d483a20bc2d45584a2e496baf6a2de,0000000000000000000000000000000000000000
000cd008_13565e4a4f19bb786921d49144460da5,1d31b40f2cf6bedf33e77e330a5230f62d3dcaf1,18,18,32,32,dc95f7102c87b655bd5c51554b483d9bd2b0177f,0000000000000000000000000000000000000000
000ceb01,4d8779736a43d49560a57eba4e1522fa5fbaeb30,156,116,256,128,1a3cb729538e23aa03c3e2a1b02f281d85a91b29,1b50d2821b4b7faf33bc9c95555b81b30243aff8
000cefa2,b8a720b491bde885a042fd4f46976b7fccd8f30b,156,116,256,128,47318f4d0ec9cb24c3c21d08dac2629d4c29ebab,3ce7ea48aa1677b79dd4858eebc3049dc05a9e19
000d0167,bbb79674cf78728f37f11fec2a528c25f60d07dd,212,50,256,64,da504e312741fbb42a351ecc860269f49f38f29d,7b82d648fbf8cc11e1d30330c4e06f5f9d6754b3
000d1404,1fb11985c1aab6cb8b9e5ecad59dd4ddffcf998f,156,116,256,128,b58bf83b987468d6701654406d5cc612bf28481a,a4fc5fc8e7e06b1856df8477e25869f4069c7a19
000d32e8,ae078170d926fba761fc507f19722c8604ffa4fa,16,16,16,16,db7dd39dedfe423116ab04fa8487a3fdee042a34,0548610b6ab3815a124041a033db1084132235f5
000d482b,00d7c9baabc0f13002eb695ede501460ee233c0d,156,116,256,128,8361b9811334384200119fe88fed0813c8bf3f2d,6a574e86adde168f32b4adf3a499b39ea54c9dee
000d6f06,6c81475a64cdd7b328ae2d1c81f6e34d8ec01f5c,88,14,128,16,db69259f94372e8d82dee0c0918a34d4d7a917e8,206eac23895fabef17f54add3afb7579dbe7cf95
000d9828,cf54be5db200bd85abbc9bc03483ebd963d6f786,224,180,256,256,fc16377aa746e0cdd99fa785364dcc5d2d1af70f,bb269156a04863d3a2edea2b961ea8bd82294fb8
000dbebc,ae3641e9e1778e3f21034bf1578a5255a06fd0c4,64,32,64,32,78f01c7bae69c676f5aff8eed1100daf1570bf2d,752b907b4566cd2be81a5cee456b986533dcf92b
000dd02c,30a40bdb0ddd5913ca9d6fd293efe7faf0539248,224,180,256,256,2463dd45e2b014d3d5598171718e96ff64406f4c,0f2302b361a9076e4ee8a01c1803d44956b0e6bd
000e1f3a,4d63142a597e674e7c66ec42a88377dd9445df97,156,116,256,128,67d0e6c99337aeaec033991969010281cba1c48d,acc42e78532a87d6ebe0210c574d9c2443b30716
000e32e8,4efc2b8d6780c4d44bd0d955a70da839540b5f40,16,16,16,16,3e6107624da2d5784d5670fc920f6edea44b6876,5573f1685755f3f070f76ee8333bf030ab3a0fbc
000e72af,96517ac28c516b178aaa3e7981c17ec2b35dd2ab,64,64,64,64,99ed4b184f2e306d537e54cbaa22959ced5e4214,0000000000000000000000000000000000000000
000e72b3,c2bedae9e9a770bb97a24e5cbf075a96469157ea,64,64,64,64,24e5b9d71a8d110921fa484b706e9b6569fb13e0,0000000000000000000000000000000000000000
000eab46,fd45f25969b58bbc83eedaf18fad0f3c96adac51,88,14,128,16,b86e0be6ef022c33fdae809f26be4e27d95dc2ea,183050c8d01faa56922ba7c4278e92faac6302cf
000f72af,2db4b628059b3348737780b0098afc365a649be9,64,64,64,64,e334b82b7e773534f6721f6579738dea9b395aca,0000000000000000000000000000000000000000
000f72b3,b09e5168f6ac21512dae2865b9012a6c1453e6bc,64,64,64,64,31a75738dfa56a3d86ff6e7d4bd06123d29a4cbc,0000000000000000000000000000000000000000
0010363e,d104d335615d7e975ca15ab22d44baf2b219bba5,64,32,64,32,8b1f0db9ace323fdb6437599e645ead2c4a18bc7,27a3502896951a4872a0caa6d0eef7ae493df059
001072af,529cd26286dc0395ca7ead49b45247d2d757ff3e,64,64,64,64,80b5468c7babbcf7f7c01938ea622928ddb51c53,0000000000000000000000000000000000000000
001072b3,a2c286a12c53cb5157d7a19771857d1ed456fbe9,64,64,64,64,bec9737141a59965428f27e583870704e95a99a6,0000000000000000000000000000000000000000
0010b399,982c6b5d4fad7d1ef3cb890c7b4d4aa793573b01,56,15,64,16,7600769edb4769ee3ec69522d76d1fa146d01da6,00b58084046ff97e8247344a28bbd7a0f4e5a9b0
0010d484,14fb3cbf624d2fb06af01ee348cb36de0f021451,440,208,512,256,cf57515045f5e98c51789ee6151c80b00d8e9da8,5641138e22ecd8cc3b29ca1ad39a2b73752af394
0010fc7e,ac58b1669999152a7cfe71511a7bebbc7db6c8ee,240,240,256,256,d10ab324cc42ccb759b02fed9f7d23443e2ec0e4,19f8bfe92d9d36961ac78f10f7e7f6f5efd82cda
00113632,e9e8c4a8aacd0513537bdc919434037392453b63,64,32,64,32,74a7de6b6096f648678165392c8446ff2529c7aa,a6591d22f6d74e9a3c63cf2c1326a73be5fd2187
0011366c,8e8bc2a50940a3098e7e7c4437abd5b26894a619,64,32,64,32,bc338336494b623b18eb51ba13744d2e337a7df4,7232f9ddd2e5f3ae4238eb4178e36d7744b99954
00114c3b,8ab8bc190520a08b3ae066229a1291d688581a04,208,50,256,64,a6a2489fed46d3c0de53f0c84c129d259a82cbab,0000000000000000000000000000000000000000
00115e54,51bd29084c1387973a97af23f09017761cc78f64,156,116,256,128,6ea18fba1ed42bae776725323e5677a7cbff39ad,a3e7a8afdce505d2047edf05ed2e200c963025f9
001172af,d977bb1255a97c491939ab6e266cd0adbe28fae1,64,64,64,64,5b02ce37ea42212e7ae564636e0552a66de3fd83,0000000000000000000000000000000000000000
001172b3,6ed2c799e8556977aff6b10d191f56b11f793a06,64,64,64,64,7a5761cb457b245f5085df223faaa7ff2f2ee957,0000000000000000000000000000000000000000
001184f1,81b4a0064d8c761d49d1c8da0ba0d0127e045c14,66,9,128,16,b854da1d8de31b773495079ed8f1e3b23966f89f,0000000000000000000000000000000000000000
0011a780,927ff90c8efc34786a06bab7689812e885dc7c37,64,64,64,64,141afad02f964859308ef1a9a6205bf26f38b37b,b13d84f3eb48789869d094cc176fc42ff42d07a9
0011b626,52939c9ce0f6b5e39df6acc0caba93e1169f8cc0,428,64,512,64,b8a9136d1e632d0fd84b51cd80e92ccdd4d5b60d,0000000000000000000000000000000000000000
00123b67,93208595c3b7e4e7afeb7aa8a0aacde99770bace,202,50,256,64,32b9a97eec5f9ac849b4bbdcd07e38477bd8fe88,0000000000000000000000000000000000000000
001248b2,1a182a6f2aa72be0442d6a88965d5860379b325c,234,234,256,256,ec6d6047be823bed67337c330e2f830e46daaec8,0f2b22cfa481bad190bfef608f304cb2b984e549
00125003,aece0e0a58bb21a2e0928d67012457e829627b21,64,32,64,32,ec341301713ee0182286fca44ea1a3d9c7f18d37,73cef3273b90aaa02fed6da1b8a0b6398c1da880
001260c2,757d6c2d61c2d1a3250ee82f17c093426d2e4451,258,50,512,64,538cdfe1d5e40a4deb1820c4c4f85307fcc54ea8,0000000000000000000000000000000000000000
00127c7c,40a3c9215f0c6e8b1ad2c71bc05f629da7ea1970,256,256,256,256,60c5bc3ab81a0d17c761b32092e302c35b8fec40,38e7d9614e43961901e197b447fa806ce3149db3
001292a2,ae7fa1a9949c608fc52164bad6f8e96f06e06947,258,50,512,64,3447e01222e54a68dd41b5d83c9af73c722e693d,0000000000000000000000000000000000000000
0012a3f2,9c01b1d1067945044306acefe01dc5bf629f9baf,258,50,512,64,421ad348c82d99963037f0bcfdd119c02437666b,0000000000000000000000000000000000000000
0012a655,c81747d63d0d37c95daa344dd7553565822779c0,88,14,128,16,d35b90536f57c5a29332d98d7c63d7cd543ca279,24f1db3455968e686bc6015a1a7b4dc7cbb6308a
0012b626,5eaa5f1677388b0fb498749b55eb5b0596578735,428,64,512,64,8e9fea8b20671973689662d825fbe48bcc11775b,0000000000000000000000000000000000000000
0012c0b4,72a918201a477fb93de7ddfc3cd99f27061c420e,96,96,128,128,3e9d1f523032859edf92dea771918b70a8ecb6b1,4913e20a673c5d2b22099b7a2e131399da47a555
0012d046,931d93c2277ec9af91c4380386fa2980207240b7,224,180,256,256,b606292bba5e5aa67be486c70c6d1bd9d4538df5,7d9737f9e678f205bf4b5be6faa584aa2efe360a
00135a88,36d94e84f3367f4ae58ac4595b8b0fb6e993eae4,96,16,128,16,31b3b35c76f10879b0a8569301fac594df20fe49,0000000000000000000000000000000000000000
0013709b,fb8376f0f8802b0c994c9cd7fa04be06baca6bdc,254,50,256,64,13a674c85310a96d7cd35feac483157ef2cf8322,0000000000000000000000000000000000000000
00141e76,f1e5a3b793dff352f8d91331ca1dcdf5c934aeb2,128,100,128,128,af39aba59db4d86ebfd38408523be94f8c52068f,40a7bdab01a1519c0011b3ce20eef7d4c475af7d
001446c3,6a9d6852a631fd8ceb0cfb1dd202d55cdbfb43ef,156,116,256,128,d7ca6523ce802d9d92a2ba008b729002d1da4916,d0ed0db0ff51c567ff28e056dcbdbe9b8a3b340f
0014b46f,eb124efd40127b34766c54491bcbb7d9d438f000,256,348,256,512,b931ca06c45131a014bbfb54d86f04fface59051,0000000000000000000000000000000000000000
00154e27,098ab6a66fd01122e5f57228728aa865567aaa68,48,284,64,512,dd01d65f4891bb8faed883995c566433db29c394,0000000000000000000000000000000000000000
00154e2b,768c109b04b7c900e64e2bb182ac52db9548e2d0,48,284,64,512,03c1dc8ffaadc619c5d6acf095c685724f4982ac,0000000000000000000000000000000000000000
00154e2f,135c314898a92c83f0b254edeca6f5cc9e8d024e,48,284,64,512,8c639367f573d4af674ad9e86ecba553294d4cb1,0000000000000000000000000000000000000000
0015cada,c1bf714f85d2509b60c0c5bb60f60c439e28d426,512,400,512,512,668b6c1b155c9e4f6b533ebc782ad12bdcb63784,623056ceeaace692e7b4acdcc8febc5eae7327f5
0015ffa3,69b1b5af983ce1381b0bb6f8a5760111c2e2c962,64,64,64,64,96bd96a56a966f70590b28dfe18645788173e992,89a3daf71ee4658487048c1cbc7b8b743c111cff
00163fb5,5c42b3e8326e5abbb66bc171173f87ca914bd44d,186,50,256,64,5f984199f3112600d8947c7e6fc16d73da415de8,0000000000000000000000000000000000000000
00168752,5526960925c36d5c4fbc38736ee540614dd34322,230,230,256,256,16680637f19c575e976258a6eb5dfe10339ceb38,0000000000000000000000000000000000000000
001703cb,163a8a394f5c891baf874297286895b9ecb8d4ef,144,20,256,32,0dae4cd887b082b8876c4f57d03c8b8f3ed4b41c,0000000000000000000000000000000000000000
00171f0a,6c7c95f6472ee00c3283cc9efc2b7518e3156bf5,128,96,128,128,ad273960b6fbc2a386c068e1816322a640b9207e,1eaba6a69902f2b9c53cc0247d6b5a6f2d5d9dc8
00171f0b,57bf0d00663f593fe4ba59a339eea37583552c3d,128,96,128,128,22fe92273c0659def559fdb86353fe099b5bf908,f23bd9a04168bc41b8491099f4eaba0fd98b41d3
00171f0c,b15ca18dd84bc718b720f3ea96594e1727d17fb6,128,96,128,128,d325fb090aada1f992f44e2388db10c7306bd7d9,33cbc0e202d36b050c5ec1dfc0977e95ac5edad9
00178752,b5cbda1a639555b2426a5e41bb7a8397aa5f8cbf,230,230,256,256,b1c9f9876d4020b5bb7b4a8480198898e860aa7e,0000000000000000000000000000000000000000
0017d849,09901dd4d67ce273a41bece93530d5e6ef69e58b,64,64,64,64,7a34ee42f15ddbd677f7af2bd0dd65fa00449b6d,d53a1ff663fcf056968c17b6e1fba10d27722abb
0017d889,49b319a2166c1898c331f1b11bba360778a87524,64,64,64,64,d6fd09df9b5708b824cf47f59093048398deb52b,612457f65020c4abb4164c92eb0c2d51a69f3c39
0017e3a5,4254a1e534ffc8001fd21c9c3645ad50a3bf39ad,16,16,16,16,e0af5c17b6fc2df7303e46d8e6724f796ae4d547,4fd0f0802f57acdf2035675a7d3e3b48476f05a0
00184159,d3103c1681ee28521648ec68a4e052f4b16a863d,64,64,64,64,e3643f84eff46e9895975ef0f0dd4194e5a9063e,5a545ef5d45b1fcc0bc366eeb733e04d439eae65
0018c06c,c6f972a1f1b93d73a9281df8ce01241d0dbfe612,156,116,256,128,b193566a0107849e1a629a3e6a31ea331d2314a9,7b28b3af2032b3fc0f8ad1678437c749f0cec283
0018e2e5,4406c45d11207fe933cc9349b2a2c87e04ad9c6b,96,16,128,16,536eca0745cfef2545597dc8fb6455d3c8fe8791,0000000000000000000000000000000000000000
0019115b,99be91f69ee8d3da0e3df9e6fd2fdda8192e0096,48,22,64,32,1252a6d5d8e347b8989bcf7dd59502c9f9c21193,0000000000000000000000000000000000000000
00194261,acdc94d63b54a9b46615d6515048afbc451b2822,384,128,512,128,53a33b1a797651082a500d3785ec5bafb0c3d160,7cbfa0c68e550f97ddc99957060847df0a73b926
00195db5,697d9b7527b1103ccfb5f5d8504602c6173d871f,186,50,256,64,b0b4879ecffdf644c09ad70104ea73ceb2d2aadb,0000000000000000000000000000000000000000
001a1821,be09d3cf3caf53da97dda7bc0140911661b1eac4,294,50,512,64,f0d9d8d3f7534984b1d3a8c52ed4f12974a526a7,0000000000000000000000000000000000000000
